,STATION,ELEMENT,YEAR,TIMEFUNCTION,MDFUNCTION,VALUE,FLAG_REPEAT,FLAG_INTERRUPTED,Unnamed: 8
6416,0-203-0-11514,TMA,1975,21:00,GE(35),0.0,,,
6420,0-203-0-11514,TMA,1975,21:00,L(0),7.0,,,
6424,0-203-0-11514,TMA,1975,21:00,MAX,30.6,*,,
6428,0-203-0-11514,TMA,1975,21:00,MIN,-4.8,,,
6432,0-203-0-11514,TMA,1976,21:00,AVG,13.7,,,
6436,0-203-0-11514,TMA,1976,21:00,GE(25),43.0,,,
6440,0-203-0-11514,TMA,1976,21:00,GE(30),11.0,,,
6444,0-203-0-11514,TMA,1976,21:00,GE(34),1.0,,,
6448,0-203-0-11514,TMA,1976,21:00,GE(35),0.0,,,
6452,0-203-0-11514,TMA,1976,21:00,L(0),20.0,,,
6456,0-203-0-11514,TMA,1976,21:00,MAX,34.0,,,
6460,0-203-0-11514,TMA,1976,21:00,MIN,-5.1,*,,
6464,0-203-0-11514,TMA,1977,21:00,AVG,13.6,,,
6468,0-203-0-11514,TMA,1977,21:00,GE(25),33.0,,,
6472,0-203-0-11514,TMA,1977,21:00,GE(30),2.0,,,
6476,0-203-0-11514,TMA,1977,21:00,GE(34),0.0,,,
6480,0-203-0-11514,TMA,1977,21:00,GE(35),0.0,,,
6484,0-203-0-11514,TMA,1977,21:00,L(0),10.0,,,
6488,0-203-0-11514,TMA,1977,21:00,MAX,30.7,,,
6492,0-203-0-11514,TMA,1977,21:00,MIN,-5.3,,,
6496,0-203-0-11514,TMA,1978,21:00,AVG,12.8,,,
6500,0-203-0-11514,TMA,1978,21:00,GE(25),25.0,,,
6504,0-203-0-11514,TMA,1978,21:00,GE(30),1.0,,,
6508,0-203-0-11514,TMA,1978,21:00,GE(34),0.0,,,
6512,0-203-0-11514,TMA,1978,21:00,GE(35),0.0,,,
6516,0-203-0-11514,TMA,1978,21:00,L(0),15.0,,,
6520,0-203-0-11514,TMA,1978,21:00,MAX,30.1,,,
6524,0-203-0-11514,TMA,1978,21:00,MIN,-4.0,,,
6528,0-203-0-11514,TMA,1979,21:00,AVG,13.4,,,
6532,0-203-0-11514,TMA,1979,21:00,GE(25),41.0,,,
6536,0-203-0-11514,TMA,1979,21:00,GE(30),6.0,,,
6540,0-203-0-11514,TMA,1979,21:00,GE(34),0.0,,,
6544,0-203-0-11514,TMA,1979,21:00,GE(35),0.0,,,
6548,0-203-0-11514,TMA,1979,21:00,L(0),16.0,,,
6552,0-203-0-11514,TMA,1979,21:00,MAX,31.7,,,
6556,0-203-0-11514,TMA,1979,21:00,MIN,-9.2,,,
6560,0-203-0-11514,TMA,1980,21:00,AVG,12.3,,,
6564,0-203-0-11514,TMA,1980,21:00,GE(25),22.0,,,
6568,0-203-0-11514,TMA,1980,21:00,GE(30),2.0,,,
6572,0-203-0-11514,TMA,1980,21:00,GE(34),0.0,,,
6576,0-203-0-11514,TMA,1980,21:00,GE(35),0.0,,,
6580,0-203-0-11514,TMA,1980,21:00,L(0),28.0,,,
6584,0-203-0-11514,TMA,1980,21:00,MAX,32.4,,,
6588,0-203-0-11514,TMA,1980,21:00,MIN,-9.8,,,
6592,0-203-0-11514,TMA,1981,21:00,AVG,13.5,,,
6596,0-203-0-11514,TMA,1981,21:00,GE(25),44.0,,,
6600,0-203-0-11514,TMA,1981,21:00,GE(30),5.0,,,
6604,0-203-0-11514,TMA,1981,21:00,GE(34),0.0,,,
6608,0-203-0-11514,TMA,1981,21:00,GE(35),0.0,,,
6612,0-203-0-11514,TMA,1981,21:00,L(0),24.0,,,
6616,0-203-0-11514,TMA,1981,21:00,MAX,30.7,,,
6620,0-203-0-11514,TMA,1981,21:00,MIN,-5.9,,,
6624,0-203-0-11514,TMA,1982,21:00,AVG,14.2,,,
6628,0-203-0-11514,TMA,1982,21:00,GE(25),62.0,,,
6632,0-203-0-11514,TMA,1982,21:00,GE(30),9.0,,,
6636,0-203-0-11514,TMA,1982,21:00,GE(34),0.0,,,
6640,0-203-0-11514,TMA,1982,21:00,GE(35),0.0,,,
6644,0-203-0-11514,TMA,1982,21:00,L(0),20.0,,,
6648,0-203-0-11514,TMA,1982,21:00,MAX,32.7,,,
6652,0-203-0-11514,TMA,1982,21:00,MIN,-10.0,,,
6656,0-203-0-11514,TMA,1983,21:00,AVG,14.6,,,
6660,0-203-0-11514,TMA,1983,21:00,GE(25),69.0,,,
6664,0-203-0-11514,TMA,1983,21:00,GE(30),16.0,,,
6668,0-203-0-11514,TMA,1983,21:00,GE(34),3.0,,,
6672,0-203-0-11514,TMA,1983,21:00,GE(35),1.0,,,
6676,0-203-0-11514,TMA,1983,21:00,L(0),16.0,,,
6680,0-203-0-11514,TMA,1983,21:00,MAX,37.8,,,
6684,0-203-0-11514,TMA,1983,21:00,MIN,-4.0,*,,
6688,0-203-0-11514,TMA,1984,21:00,AVG,13.2,,,
6692,0-203-0-11514,TMA,1984,21:00,GE(25),29.0,,,
6696,0-203-0-11514,TMA,1984,21:00,GE(30),5.0,,,
6700,0-203-0-11514,TMA,1984,21:00,GE(34),1.0,,,
6704,0-203-0-11514,TMA,1984,21:00,GE(35),1.0,,,
6708,0-203-0-11514,TMA,1984,21:00,L(0),12.0,,,
6712,0-203-0-11514,TMA,1984,21:00,MAX,36.0,,,
6716,0-203-0-11514,TMA,1984,21:00,MIN,-3.0,,,
6720,0-203-0-11514,TMA,1985,21:00,AVG,13.0,,,
6724,0-203-0-11514,TMA,1985,21:00,GE(25),44.0,,,
6728,0-203-0-11514,TMA,1985,21:00,GE(30),7.0,,,
6732,0-203-0-11514,TMA,1985,21:00,GE(34),0.0,,,
6736,0-203-0-11514,TMA,1985,21:00,GE(35),0.0,,,
6740,0-203-0-11514,TMA,1985,21:00,L(0),41.0,,,
6744,0-203-0-11514,TMA,1985,21:00,MAX,32.0,,,
6748,0-203-0-11514,TMA,1985,21:00,MIN,-14.3,,,
6752,0-203-0-11514,TMA,1986,21:00,AVG,14.0,,,
6756,0-203-0-11514,TMA,1986,21:00,GE(25),55.0,,,
6760,0-203-0-11514,TMA,1986,21:00,GE(30),12.0,,,
6764,0-203-0-11514,TMA,1986,21:00,GE(34),1.0,,,
6768,0-203-0-11514,TMA,1986,21:00,GE(35),0.0,,,
6772,0-203-0-11514,TMA,1986,21:00,L(0),29.0,,,
6776,0-203-0-11514,TMA,1986,21:00,MAX,34.0,,,
6780,0-203-0-11514,TMA,1986,21:00,MIN,-10.2,,,
6784,0-203-0-11514,TMA,1987,21:00,AVG,12.9,,,
6788,0-203-0-11514,TMA,1987,21:00,GE(25),35.0,,,
6792,0-203-0-11514,TMA,1987,21:00,GE(30),2.0,,,
6796,0-203-0-11514,TMA,1987,21:00,GE(34),0.0,,,
6800,0-203-0-11514,TMA,1987,21:00,GE(35),0.0,,,
6804,0-203-0-11514,TMA,1987,21:00,L(0),37.0,,,
6808,0-203-0-11514,TMA,1987,21:00,MAX,31.5,,,
6812,0-203-0-11514,TMA,1987,21:00,MIN,-14.0,,,
6816,0-203-0-11514,TMA,1988,21:00,AVG,14.6,,,
6820,0-203-0-11514,TMA,1988,21:00,GE(25),47.0,,,
6824,0-203-0-11514,TMA,1988,21:00,GE(30),10.0,,,
6828,0-203-0-11514,TMA,1988,21:00,GE(34),0.0,,,
6832,0-203-0-11514,TMA,1988,21:00,GE(35),0.0,,,
6836,0-203-0-11514,TMA,1988,21:00,L(0),3.0,,,
6840,0-203-0-11514,TMA,1988,21:00,MAX,33.1,,,
6844,0-203-0-11514,TMA,1988,21:00,MIN,-2.5,,,
6848,0-203-0-11514,TMA,1989,21:00,AVG,15.0,,,
6852,0-203-0-11514,TMA,1989,21:00,GE(25),46.0,,,
6856,0-203-0-11514,TMA,1989,21:00,GE(30),9.0,,,
6860,0-203-0-11514,TMA,1989,21:00,GE(34),0.0,,,
6864,0-203-0-11514,TMA,1989,21:00,GE(35),0.0,,,
6868,0-203-0-11514,TMA,1989,21:00,L(0),9.0,,,
6872,0-203-0-11514,TMA,1989,21:00,MAX,33.5,,,
6876,0-203-0-11514,TMA,1989,21:00,MIN,-4.8,,,
6880,0-203-0-11514,TMA,1990,21:00,AVG,15.3,,,
6884,0-203-0-11514,TMA,1990,21:00,GE(25),43.0,,,
6888,0-203-0-11514,TMA,1990,21:00,GE(30),14.0,,,
6892,0-203-0-11514,TMA,1990,21:00,GE(34),0.0,,,
6896,0-203-0-11514,TMA,1990,21:00,GE(35),0.0,,,
6900,0-203-0-11514,TMA,1990,21:00,L(0),6.0,,,
6904,0-203-0-11514,TMA,1990,21:00,MAX,33.5,,,
6908,0-203-0-11514,TMA,1990,21:00,MIN,-5.8,,,
6912,0-203-0-11514,TMA,1991,21:00,AVG,13.9,,,
6916,0-203-0-11514,TMA,1991,21:00,GE(25),48.0,,,
6920,0-203-0-11514,TMA,1991,21:00,GE(30),7.0,,,
6924,0-203-0-11514,TMA,1991,21:00,GE(34),1.0,,,
6928,0-203-0-11514,TMA,1991,21:00,GE(35),0.0,,,
6932,0-203-0-11514,TMA,1991,21:00,L(0),16.0,,,
6936,0-203-0-11514,TMA,1991,21:00,MAX,34.4,,,
6940,0-203-0-11514,TMA,1991,21:00,MIN,-9.0,,,
6944,0-203-0-11514,TMA,1992,21:00,AVG,15.4,,,
6948,0-203-0-11514,TMA,1992,21:00,GE(25),77.0,,,
6952,0-203-0-11514,TMA,1992,21:00,GE(30),19.0,,,
6956,0-203-0-11514,TMA,1992,21:00,GE(34),5.0,,,
6960,0-203-0-11514,TMA,1992,21:00,GE(35),2.0,,,
6964,0-203-0-11514,TMA,1992,21:00,L(0),9.0,,,
6968,0-203-0-11514,TMA,1992,21:00,MAX,35.8,,,
6972,0-203-0-11514,TMA,1992,21:00,MIN,-4.9,,,
6976,0-203-0-11514,TMA,1993,21:00,AVG,14.2,,,
6980,0-203-0-11514,TMA,1993,21:00,GE(25),60.0,,,
6984,0-203-0-11514,TMA,1993,21:00,GE(30),7.0,,,
6988,0-203-0-11514,TMA,1993,21:00,GE(34),0.0,,,
6992,0-203-0-11514,TMA,1993,21:00,GE(35),0.0,,,
6996,0-203-0-11514,TMA,1993,21:00,L(0),24.0,,,
7000,0-203-0-11514,TMA,1993,21:00,MAX,31.7,,,
7004,0-203-0-11514,TMA,1993,21:00,MIN,-8.1,,,
7008,0-203-0-11514,TMA,1994,21:00,AVG,15.4,,,
7012,0-203-0-11514,TMA,1994,21:00,GE(25),57.0,,,
7016,0-203-0-11514,TMA,1994,21:00,GE(30),27.0,,,
7020,0-203-0-11514,TMA,1994,21:00,GE(34),7.0,,,
7024,0-203-0-11514,TMA,1994,21:00,GE(35),4.0,,,
7028,0-203-0-11514,TMA,1994,21:00,L(0),7.0,,,
7032,0-203-0-11514,TMA,1994,21:00,MAX,36.0,*,,
7036,0-203-0-11514,TMA,1994,21:00,MIN,-2.9,,,
7040,0-203-0-11514,TMA,1995,21:00,AVG,14.3,,,
7044,0-203-0-11514,TMA,1995,21:00,GE(25),59.0,,,
7048,0-203-0-11514,TMA,1995,21:00,GE(30),13.0,,,
7052,0-203-0-11514,TMA,1995,21:00,GE(34),2.0,,,
7056,0-203-0-11514,TMA,1995,21:00,GE(35),1.0,,,
7060,0-203-0-11514,TMA,1995,21:00,L(0),13.0,,,
7064,0-203-0-11514,TMA,1995,21:00,MAX,35.0,,,
7068,0-203-0-11514,TMA,1995,21:00,MIN,-6.2,,,
7072,0-203-0-11514,TMA,1996,21:00,AVG,12.5,,,
7076,0-203-0-11514,TMA,1996,21:00,GE(25),37.0,,,
7080,0-203-0-11514,TMA,1996,21:00,GE(30),4.0,,,
7084,0-203-0-11514,TMA,1996,21:00,GE(34),0.0,,,
7088,0-203-0-11514,TMA,1996,21:00,GE(35),0.0,,,
7092,0-203-0-11514,TMA,1996,21:00,L(0),47.0,,,
7096,0-203-0-11514,TMA,1996,21:00,MAX,31.7,,,
7100,0-203-0-11514,TMA,1996,21:00,MIN,-10.6,,,
7104,0-203-0-11514,TMA,1997,21:00,AVG,14.3,,,
7108,0-203-0-11514,TMA,1997,21:00,GE(25),65.0,,,
7112,0-203-0-11514,TMA,1997,21:00,GE(30),6.0,,,
7116,0-203-0-11514,TMA,1997,21:00,GE(34),0.0,,,
7120,0-203-0-11514,TMA,1997,21:00,GE(35),0.0,,,
7124,0-203-0-11514,TMA,1997,21:00,L(0),20.0,,,
7128,0-203-0-11514,TMA,1997,21:00,MAX,33.2,,,
7132,0-203-0-11514,TMA,1997,21:00,MIN,-8.2,,,
7136,0-203-0-11514,TMA,1998,21:00,AVG,14.9,,,
7140,0-203-0-11514,TMA,1998,21:00,GE(25),59.0,,,
7144,0-203-0-11514,TMA,1998,21:00,GE(30),9.0,,,
7148,0-203-0-11514,TMA,1998,21:00,GE(34),4.0,,,
7152,0-203-0-11514,TMA,1998,21:00,GE(35),2.0,,,
7156,0-203-0-11514,TMA,1998,21:00,L(0),12.0,,,
7160,0-203-0-11514,TMA,1998,21:00,MAX,36.1,,,
7164,0-203-0-11514,TMA,1998,21:00,MIN,-6.4,,,
7168,0-203-0-11514,TMA,1999,21:00,AVG,15.0,,,
7172,0-203-0-11514,TMA,1999,21:00,GE(25),55.0,,,
7176,0-203-0-11514,TMA,1999,21:00,GE(30),8.0,,,
7180,0-203-0-11514,TMA,1999,21:00,GE(34),2.0,,,
7184,0-203-0-11514,TMA,1999,21:00,GE(35),1.0,,,
7188,0-203-0-11514,TMA,1999,21:00,L(0),11.0,,,
7192,0-203-0-11514,TMA,1999,21:00,MAX,35.0,,,
7196,0-203-0-11514,TMA,1999,21:00,MIN,-4.3,,,
7200,0-203-0-11514,TMA,2000,21:00,AVG,15.7,,,
7204,0-203-0-11514,TMA,2000,21:00,GE(25),58.0,,,
7208,0-203-0-11514,TMA,2000,21:00,GE(30),14.0,,,
7212,0-203-0-11514,TMA,2000,21:00,GE(34),3.0,,,
7216,0-203-0-11514,TMA,2000,21:00,GE(35),1.0,,,
7220,0-203-0-11514,TMA,2000,21:00,L(0),9.0,,,
7224,0-203-0-11514,TMA,2000,21:00,MAX,35.6,,,
7228,0-203-0-11514,TMA,2000,21:00,MIN,-3.8,,,
7232,0-203-0-11514,TMA,2001,21:00,AVG,14.3,,,
7236,0-203-0-11514,TMA,2001,21:00,GE(25),52.0,,,
7240,0-203-0-11514,TMA,2001,21:00,GE(30),11.0,,,
7244,0-203-0-11514,TMA,2001,21:00,GE(34),0.0,,,
7248,0-203-0-11514,TMA,2001,21:00,GE(35),0.0,,,
7252,0-203-0-11514,TMA,2001,21:00,L(0),11.0,,,
7256,0-203-0-11514,TMA,2001,21:00,MAX,32.6,*,,
7260,0-203-0-11514,TMA,2001,21:00,MIN,-6.2,,,
7264,0-203-0-11514,TMA,2002,21:00,AVG,15.2,,,
7268,0-203-0-11514,TMA,2002,21:00,GE(25),71.0,,,
7272,0-203-0-11514,TMA,2002,21:00,GE(30),13.0,,,
7276,0-203-0-11514,TMA,2002,21:00,GE(34),1.0,,,
7280,0-203-0-11514,TMA,2002,21:00,GE(35),0.0,,,
7284,0-203-0-11514,TMA,2002,21:00,L(0),17.0,,,
7288,0-203-0-11514,TMA,2002,21:00,MAX,34.6,,,
7292,0-203-0-11514,TMA,2002,21:00,MIN,-6.0,,,
7296,0-203-0-11514,TMA,2003,21:00,AVG,15.2,,,
7300,0-203-0-11514,TMA,2003,21:00,GE(25),83.0,,,
7304,0-203-0-11514,TMA,2003,21:00,GE(30),28.0,,,
7308,0-203-0-11514,TMA,2003,21:00,GE(34),3.0,,,
7312,0-203-0-11514,TMA,2003,21:00,GE(35),1.0,,,
7316,0-203-0-11514,TMA,2003,21:00,L(0),22.0,,,
7320,0-203-0-11514,TMA,2003,21:00,MAX,36.8,,,
7324,0-203-0-11514,TMA,2003,21:00,MIN,-6.0,,,
7328,0-203-0-11514,TMA,2004,21:00,AVG,14.6,,,
7332,0-203-0-11514,TMA,2004,21:00,GE(25),49.0,,,
7336,0-203-0-11514,TMA,2004,21:00,GE(30),10.0,,,
7340,0-203-0-11514,TMA,2004,21:00,GE(34),0.0,,,
7344,0-203-0-11514,TMA,2004,21:00,GE(35),0.0,,,
7348,0-203-0-11514,TMA,2004,21:00,L(0),19.0,,,
7352,0-203-0-11514,TMA,2004,21:00,MAX,32.5,,,
7356,0-203-0-11514,TMA,2004,21:00,MIN,-8.1,,,
7360,0-203-0-11514,TMA,2005,21:00,AVG,14.6,,,
7364,0-203-0-11514,TMA,2005,21:00,GE(25),54.0,,,
7368,0-203-0-11514,TMA,2005,21:00,GE(30),11.0,,,
7372,0-203-0-11514,TMA,2005,21:00,GE(34),2.0,,,
7376,0-203-0-11514,TMA,2005,21:00,GE(35),2.0,,,
7380,0-203-0-11514,TMA,2005,21:00,L(0),18.0,,,
7384,0-203-0-11514,TMA,2005,21:00,MAX,36.4,,,
7388,0-203-0-11514,TMA,2005,21:00,MIN,-3.6,,,
7392,0-203-0-11514,TMA,2006,21:00,AVG,15.2,,,
7396,0-203-0-11514,TMA,2006,21:00,GE(25),66.0,,,
7400,0-203-0-11514,TMA,2006,21:00,GE(30),30.0,,,
7404,0-203-0-11514,TMA,2006,21:00,GE(34),4.0,,,
7408,0-203-0-11514,TMA,2006,21:00,GE(35),1.0,,,
7412,0-203-0-11514,TMA,2006,21:00,L(0),24.0,,,
7416,0-203-0-11514,TMA,2006,21:00,MAX,35.3,,,
7420,0-203-0-11514,TMA,2006,21:00,MIN,-9.3,,,
7424,0-203-0-11514,TMA,2007,21:00,AVG,15.9,,,
7428,0-203-0-11514,TMA,2007,21:00,GE(25),67.0,,,
7432,0-203-0-11514,TMA,2007,21:00,GE(30),16.0,,,
7436,0-203-0-11514,TMA,2007,21:00,GE(34),3.0,,,
7440,0-203-0-11514,TMA,2007,21:00,GE(35),3.0,,,
7444,0-203-0-11514,TMA,2007,21:00,L(0),8.0,,,
7448,0-203-0-11514,TMA,2007,21:00,MAX,37.3,,,
7452,0-203-0-11514,TMA,2007,21:00,MIN,-2.8,,,
7456,0-203-0-11514,TMA,2008,21:00,AVG,15.4,,,
7460,0-203-0-11514,TMA,2008,21:00,GE(25),66.0,,,
7464,0-203-0-11514,TMA,2008,21:00,GE(30),17.0,,,
7468,0-203-0-11514,TMA,2008,21:00,GE(34),0.0,,,
7472,0-203-0-11514,TMA,2008,21:00,GE(35),0.0,,,
7476,0-203-0-11514,TMA,2008,21:00,L(0),4.0,,,
7480,0-203-0-11514,TMA,2008,21:00,MAX,33.1,,,
7484,0-203-0-11514,TMA,2008,21:00,MIN,-2.4,,,
7488,0-203-0-11514,TMA,2009,21:00,AVG,15.0,,,
7492,0-203-0-11514,TMA,2009,21:00,GE(25),61.0,,,
7496,0-203-0-11514,TMA,2009,21:00,GE(30),9.0,,,
7500,0-203-0-11514,TMA,2009,21:00,GE(34),1.0,,,
7504,0-203-0-11514,TMA,2009,21:00,GE(35),0.0,,,
7508,0-203-0-11514,TMA,2009,21:00,L(0),19.0,,,
7512,0-203-0-11514,TMA,2009,21:00,MAX,34.1,,,
7516,0-203-0-11514,TMA,2009,21:00,MIN,-8.2,,,
7520,0-203-0-11514,TMA,2010,21:00,AVG,13.7,,,
7524,0-203-0-11514,TMA,2010,21:00,GE(25),52.0,,,
7528,0-203-0-11514,TMA,2010,21:00,GE(30),18.0,,,
7532,0-203-0-11514,TMA,2010,21:00,GE(34),5.0,,,
7536,0-203-0-11514,TMA,2010,21:00,GE(35),4.0,,,
7540,0-203-0-11514,TMA,2010,21:00,L(0),45.0,,,
7544,0-203-0-11514,TMA,2010,21:00,MAX,36.2,,,
7548,0-203-0-11514,TMA,2010,21:00,MIN,-6.2,*,,
7552,0-203-0-11514,TMA,2011,21:00,AVG,15.7,,,
7556,0-203-0-11514,TMA,2011,21:00,GE(25),64.0,,,
7560,0-203-0-11514,TMA,2011,21:00,GE(30),8.0,,,
7564,0-203-0-11514,TMA,2011,21:00,GE(34),0.0,,,
7568,0-203-0-11514,TMA,2011,21:00,GE(35),0.0,,,
7572,0-203-0-11514,TMA,2011,21:00,L(0),11.0,,,
7576,0-203-0-11514,TMA,2011,21:00,MAX,32.9,,,
7580,0-203-0-11514,TMA,2011,21:00,MIN,-4.2,,,
7584,0-203-0-11514,TMA,2012,21:00,AVG,15.5,,,
7588,0-203-0-11514,TMA,2012,21:00,GE(25),76.0,,,
7592,0-203-0-11514,TMA,2012,21:00,GE(30),16.0,,,
7596,0-203-0-11514,TMA,2012,21:00,GE(34),2.0,,,
7600,0-203-0-11514,TMA,2012,21:00,GE(35),1.0,,,
7604,0-203-0-11514,TMA,2012,21:00,L(0),18.0,,,
7608,0-203-0-11514,TMA,2012,21:00,MAX,36.1,,,
7612,0-203-0-11514,TMA,2012,21:00,MIN,-8.7,,,
7616,0-203-0-11514,TMA,2013,21:00,AVG,14.4,,,
7620,0-203-0-11514,TMA,2013,21:00,GE(25),62.0,,,
7624,0-203-0-11514,TMA,2013,21:00,GE(30),19.0,,,
7628,0-203-0-11514,TMA,2013,21:00,GE(34),6.0,,,
7632,0-203-0-11514,TMA,2013,21:00,GE(35),3.0,,,
7636,0-203-0-11514,TMA,2013,21:00,L(0),17.0,,,
7640,0-203-0-11514,TMA,2013,21:00,MAX,37.6,,,
7644,0-203-0-11514,TMA,2013,21:00,MIN,-6.0,,,
7648,0-203-0-11514,TMA,2014,21:00,AVG,16.2,,,
7652,0-203-0-11514,TMA,2014,21:00,GE(25),52.0,,,
7656,0-203-0-11514,TMA,2014,21:00,GE(30),17.0,,,
7660,0-203-0-11514,TMA,2014,21:00,GE(34),2.0,,,
7664,0-203-0-11514,TMA,2014,21:00,GE(35),0.0,,,
7668,0-203-0-11514,TMA,2014,21:00,L(0),6.0,,,
7672,0-203-0-11514,TMA,2014,21:00,MAX,34.4,,,
7676,0-203-0-11514,TMA,2014,21:00,MIN,-4.4,,,
7680,0-203-0-11514,TMA,2015,21:00,AVG,16.4,,,
7684,0-203-0-11514,TMA,2015,21:00,GE(25),65.0,,,
7688,0-203-0-11514,TMA,2015,21:00,GE(30),34.0,,,
7692,0-203-0-11514,TMA,2015,21:00,GE(34),12.0,,,
7696,0-203-0-11514,TMA,2015,21:00,GE(35),9.0,,,
7700,0-203-0-11514,TMA,2015,21:00,L(0),0.0,,,
7704,0-203-0-11514,TMA,2015,21:00,MAX,36.8,*,,
7708,0-203-0-11514,TMA,2015,21:00,MIN,1.4,*,,
7712,0-203-0-11514,TMA,2016,21:00,AVG,15.6,,,
7716,0-203-0-11514,TMA,2016,21:00,GE(25),76.0,,,
7720,0-203-0-11514,TMA,2016,21:00,GE(30),14.0,,,
7724,0-203-0-11514,TMA,2016,21:00,GE(34),0.0,,,
7728,0-203-0-11514,TMA,2016,21:00,GE(35),0.0,,,
7732,0-203-0-11514,TMA,2016,21:00,L(0),10.0,,,
7736,0-203-0-11514,TMA,2016,21:00,MAX,33.7,,,
7740,0-203-0-11514,TMA,2016,21:00,MIN,-2.6,,,
7744,0-203-0-11514,TMA,2017,21:00,AVG,15.4,,,
7748,0-203-0-11514,TMA,2017,21:00,GE(25),71.0,,,
7752,0-203-0-11514,TMA,2017,21:00,GE(30),19.0,,,
7756,0-203-0-11514,TMA,2017,21:00,GE(34),2.0,,,
7760,0-203-0-11514,TMA,2017,21:00,GE(35),1.0,,,
7764,0-203-0-11514,TMA,2017,21:00,L(0),18.0,,,
7768,0-203-0-11514,TMA,2017,21:00,MAX,35.6,,,
7772,0-203-0-11514,TMA,2017,21:00,MIN,-5.0,,,
7776,0-203-0-11514,TMA,2018,21:00,AVG,16.7,,,
7780,0-203-0-11514,TMA,2018,21:00,GE(25),100.0,,,
7784,0-203-0-11514,TMA,2018,21:00,GE(30),31.0,,,
7788,0-203-0-11514,TMA,2018,21:00,GE(34),4.0,,,
7792,0-203-0-11514,TMA,2018,21:00,GE(35),1.0,,,
7796,0-203-0-11514,TMA,2018,21:00,L(0),9.0,,,
7800,0-203-0-11514,TMA,2018,21:00,MAX,35.2,,,
7804,0-203-0-11514,TMA,2018,21:00,MIN,-5.4,,,
7808,0-203-0-11514,TMA,2019,21:00,AVG,16.6,,,
7812,0-203-0-11514,TMA,2019,21:00,GE(25),78.0,,,
7816,0-203-0-11514,TMA,2019,21:00,GE(30),30.0,,,
7820,0-203-0-11514,TMA,2019,21:00,GE(34),6.0,,,
7824,0-203-0-11514,TMA,2019,21:00,GE(35),4.0,,,
7828,0-203-0-11514,TMA,2019,21:00,L(0),4.0,,,
7832,0-203-0-11514,TMA,2019,21:00,MAX,37.7,,,
7836,0-203-0-11514,TMA,2019,21:00,MIN,-2.4,,,
7840,0-203-0-11514,TMA,2020,21:00,AVG,16.2,,,
7844,0-203-0-11514,TMA,2020,21:00,GE(25),70.0,,,
7848,0-203-0-11514,TMA,2020,21:00,GE(30),16.0,,,
7852,0-203-0-11514,TMA,2020,21:00,GE(34),0.0,,,
7856,0-203-0-11514,TMA,2020,21:00,GE(35),0.0,,,
7860,0-203-0-11514,TMA,2020,21:00,L(0),0.0,,,
7864,0-203-0-11514,TMA,2020,21:00,MAX,33.5,,,
7868,0-203-0-11514,TMA,2020,21:00,MIN,0.8,,,
7872,0-203-0-11514,TMA,2021,21:00,AVG,15.0,,,
7876,0-203-0-11514,TMA,2021,21:00,GE(25),73.0,,,
7880,0-203-0-11514,TMA,2021,21:00,GE(30),14.0,,,
7884,0-203-0-11514,TMA,2021,21:00,GE(34),0.0,,,
7888,0-203-0-11514,TMA,2021,21:00,GE(35),0.0,,,
7892,0-203-0-11514,TMA,2021,21:00,L(0),12.0,,,
7896,0-203-0-11514,TMA,2021,21:00,MAX,33.9,,,
7900,0-203-0-11514,TMA,2021,21:00,MIN,-6.6,,,
7904,0-203-0-11514,TMA,2022,21:00,AVG,16.4,,,
7908,0-203-0-11514,TMA,2022,21:00,GE(25),77.0,,,
7912,0-203-0-11514,TMA,2022,21:00,GE(30),23.0,,,
7916,0-203-0-11514,TMA,2022,21:00,GE(34),5.0,,,
7920,0-203-0-11514,TMA,2022,21:00,GE(35),3.0,,,
7924,0-203-0-11514,TMA,2022,21:00,L(0),3.0,,,
7928,0-203-0-11514,TMA,2022,21:00,MAX,36.8,,,
7932,0-203-0-11514,TMA,2022,21:00,MIN,-2.4,,,
7936,0-203-0-11514,TMA,2023,21:00,AVG,16.8,,,
7940,0-203-0-11514,TMA,2023,21:00,GE(25),83.0,,,
7944,0-203-0-11514,TMA,2023,21:00,GE(30),27.0,,,
7948,0-203-0-11514,TMA,2023,21:00,GE(34),2.0,,,
7952,0-203-0-11514,TMA,2023,21:00,GE(35),1.0,,,
7956,0-203-0-11514,TMA,2023,21:00,L(0),2.0,,,
7960,0-203-0-11514,TMA,2023,21:00,MAX,37.6,,,
7964,0-203-0-11514,TMA,2023,21:00,MIN,-0.9,,,
7968,0-203-0-11514,TMA,2024,21:00,AVG,17.2,,,
7972,0-203-0-11514,TMA,2024,21:00,GE(25),93.0,,,
7976,0-203-0-11514,TMA,2024,21:00,GE(30),37.0,,,
7980,0-203-0-11514,TMA,2024,21:00,GE(34),2.0,,,
7984,0-203-0-11514,TMA,2024,21:00,GE(35),0.0,,,
7988,0-203-0-11514,TMA,2024,21:00,L(0),6.0,,,
7992,0-203-0-11514,TMA,2024,21:00,MAX,34.6,,,
7996,0-203-0-11514,TMA,2024,21:00,MIN,-3.0,,,
