,STATION,ELEMENT,YEAR,TIMEFUNCTION,MDFUNCTION,VALUE,FLAG_REPEAT,FLAG_INTERRUPTED,Unnamed: 8
3208,0-203-0-11514,TMA,1875,21:00,GE(30),5.0,,,
3212,0-203-0-11514,TMA,1875,21:00,GE(34),1.0,,,
3216,0-203-0-11514,TMA,1875,21:00,GE(35),0.0,,,
3220,0-203-0-11514,TMA,1875,21:00,L(0),56.0,,,
3224,0-203-0-11514,TMA,1875,21:00,MAX,34.3,,,
3228,0-203-0-11514,TMA,1875,21:00,MIN,-14.9,,,
3232,0-203-0-11514,TMA,1876,21:00,AVG,12.6,,,
3236,0-203-0-11514,TMA,1876,21:00,GE(25),46.0,,,
3240,0-203-0-11514,TMA,1876,21:00,GE(30),5.0,,,
3244,0-203-0-11514,TMA,1876,21:00,GE(34),0.0,,,
3248,0-203-0-11514,TMA,1876,21:00,GE(35),0.0,,,
3252,0-203-0-11514,TMA,1876,21:00,L(0),40.0,,,
3256,0-203-0-11514,TMA,1876,21:00,MAX,30.8,*,,
3260,0-203-0-11514,TMA,1876,21:00,MIN,-13.9,,,
3264,0-203-0-11514,TMA,1877,21:00,AVG,12.8,,,
3268,0-203-0-11514,TMA,1877,21:00,GE(25),45.0,,,
3272,0-203-0-11514,TMA,1877,21:00,GE(30),7.0,,,
3276,0-203-0-11514,TMA,1877,21:00,GE(34),0.0,,,
3280,0-203-0-11514,TMA,1877,21:00,GE(35),0.0,,,
3284,0-203-0-11514,TMA,1877,21:00,L(0),13.0,,,
3288,0-203-0-11514,TMA,1877,21:00,MAX,32.4,*,,
3292,0-203-0-11514,TMA,1877,21:00,MIN,-6.8,,,
3296,0-203-0-11514,TMA,1878,21:00,AVG,13.0,,,
3300,0-203-0-11514,TMA,1878,21:00,GE(25),35.0,,,
3304,0-203-0-11514,TMA,1878,21:00,GE(30),3.0,,,
3308,0-203-0-11514,TMA,1878,21:00,GE(34),0.0,,,
3312,0-203-0-11514,TMA,1878,21:00,GE(35),0.0,,,
3316,0-203-0-11514,TMA,1878,21:00,L(0),27.0,,,
3320,0-203-0-11514,TMA,1878,21:00,MAX,31.0,,,
3324,0-203-0-11514,TMA,1878,21:00,MIN,-5.0,,,
3328,0-203-0-11514,TMA,1879,21:00,AVG,11.4,,,
3332,0-203-0-11514,TMA,1879,21:00,GE(25),31.0,,,
3336,0-203-0-11514,TMA,1879,21:00,GE(30),0.0,,,
3340,0-203-0-11514,TMA,1879,21:00,GE(34),0.0,,,
3344,0-203-0-11514,TMA,1879,21:00,GE(35),0.0,,,
3348,0-203-0-11514,TMA,1879,21:00,L(0),54.0,,,
3352,0-203-0-11514,TMA,1879,21:00,MAX,29.8,,,
3356,0-203-0-11514,TMA,1879,21:00,MIN,-12.5,,,
3360,0-203-0-11514,TMA,1880,21:00,AVG,13.1,,,
3364,0-203-0-11514,TMA,1880,21:00,GE(25),34.0,,,
3368,0-203-0-11514,TMA,1880,21:00,GE(30),3.0,,,
3372,0-203-0-11514,TMA,1880,21:00,GE(34),0.0,,,
3376,0-203-0-11514,TMA,1880,21:00,GE(35),0.0,,,
3380,0-203-0-11514,TMA,1880,21:00,L(0),30.0,,,
3384,0-203-0-11514,TMA,1880,21:00,MAX,31.1,,,
3388,0-203-0-11514,TMA,1880,21:00,MIN,-7.0,,,
3392,0-203-0-11514,TMA,1881,21:00,AVG,11.7,,,
3396,0-203-0-11514,TMA,1881,21:00,GE(25),38.0,,,
3400,0-203-0-11514,TMA,1881,21:00,GE(30),7.0,,,
3404,0-203-0-11514,TMA,1881,21:00,GE(34),0.0,,,
3408,0-203-0-11514,TMA,1881,21:00,GE(35),0.0,,,
3412,0-203-0-11514,TMA,1881,21:00,L(0),38.0,,,
3416,0-203-0-11514,TMA,1881,21:00,MAX,33.4,,,
3420,0-203-0-11514,TMA,1881,21:00,MIN,-12.8,,,
3424,0-203-0-11514,TMA,1882,21:00,AVG,13.0,,,
3428,0-203-0-11514,TMA,1882,21:00,GE(25),20.0,,,
3432,0-203-0-11514,TMA,1882,21:00,GE(30),0.0,,,
3436,0-203-0-11514,TMA,1882,21:00,GE(34),0.0,,,
3440,0-203-0-11514,TMA,1882,21:00,GE(35),0.0,,,
3444,0-203-0-11514,TMA,1882,21:00,L(0),17.0,,,
3448,0-203-0-11514,TMA,1882,21:00,MAX,29.6,,,
3452,0-203-0-11514,TMA,1882,21:00,MIN,-5.4,,,
3456,0-203-0-11514,TMA,1883,21:00,AVG,12.3,,,
3460,0-203-0-11514,TMA,1883,21:00,GE(25),36.0,,,
3464,0-203-0-11514,TMA,1883,21:00,GE(30),3.0,,,
3468,0-203-0-11514,TMA,1883,21:00,GE(34),0.0,,,
3472,0-203-0-11514,TMA,1883,21:00,GE(35),0.0,,,
3476,0-203-0-11514,TMA,1883,21:00,L(0),24.0,,,
3480,0-203-0-11514,TMA,1883,21:00,MAX,31.6,,,
3484,0-203-0-11514,TMA,1883,21:00,MIN,-4.6,,,
3488,0-203-0-11514,TMA,1884,21:00,AVG,13.1,,,
3492,0-203-0-11514,TMA,1884,21:00,GE(25),30.0,,,
3496,0-203-0-11514,TMA,1884,21:00,GE(30),3.0,,,
3500,0-203-0-11514,TMA,1884,21:00,GE(34),0.0,,,
3504,0-203-0-11514,TMA,1884,21:00,GE(35),0.0,,,
3508,0-203-0-11514,TMA,1884,21:00,L(0),11.0,,,
3512,0-203-0-11514,TMA,1884,21:00,MAX,32.0,,,
3516,0-203-0-11514,TMA,1884,21:00,MIN,-5.5,,,
3520,0-203-0-11514,TMA,1885,21:00,AVG,12.9,,,
3524,0-203-0-11514,TMA,1885,21:00,GE(25),42.0,,,
3528,0-203-0-11514,TMA,1885,21:00,GE(30),10.0,,,
3532,0-203-0-11514,TMA,1885,21:00,GE(34),0.0,,,
3536,0-203-0-11514,TMA,1885,21:00,GE(35),0.0,,,
3540,0-203-0-11514,TMA,1885,21:00,L(0),24.0,,,
3544,0-203-0-11514,TMA,1885,21:00,MAX,32.1,,,
3548,0-203-0-11514,TMA,1885,21:00,MIN,-8.3,,,
3552,0-203-0-11514,TMA,1886,21:00,AVG,12.9,,,
3556,0-203-0-11514,TMA,1886,21:00,GE(25),50.0,,,
3560,0-203-0-11514,TMA,1886,21:00,GE(30),6.0,,,
3564,0-203-0-11514,TMA,1886,21:00,GE(34),0.0,,,
3568,0-203-0-11514,TMA,1886,21:00,GE(35),0.0,,,
3572,0-203-0-11514,TMA,1886,21:00,L(0),32.0,,,
3576,0-203-0-11514,TMA,1886,21:00,MAX,33.0,,,
3580,0-203-0-11514,TMA,1886,21:00,MIN,-8.4,,,
3584,0-203-0-11514,TMA,1887,21:00,AVG,11.7,,,
3588,0-203-0-11514,TMA,1887,21:00,GE(25),41.0,,,
3592,0-203-0-11514,TMA,1887,21:00,GE(30),4.0,,,
3596,0-203-0-11514,TMA,1887,21:00,GE(34),0.0,,,
3600,0-203-0-11514,TMA,1887,21:00,GE(35),0.0,,,
3604,0-203-0-11514,TMA,1887,21:00,L(0),49.0,,,
3608,0-203-0-11514,TMA,1887,21:00,MAX,33.5,,,
3612,0-203-0-11514,TMA,1887,21:00,MIN,-8.8,,,
3616,0-203-0-11514,TMA,1888,21:00,AVG,11.7,,,
3620,0-203-0-11514,TMA,1888,21:00,GE(25),20.0,,,
3624,0-203-0-11514,TMA,1888,21:00,GE(30),2.0,,,
3628,0-203-0-11514,TMA,1888,21:00,GE(34),0.0,,,
3632,0-203-0-11514,TMA,1888,21:00,GE(35),0.0,,,
3636,0-203-0-11514,TMA,1888,21:00,L(0),39.0,,,
3640,0-203-0-11514,TMA,1888,21:00,MAX,30.5,,,
3644,0-203-0-11514,TMA,1888,21:00,MIN,-12.4,,,
3648,0-203-0-11514,TMA,1889,21:00,AVG,12.1,,,
3652,0-203-0-11514,TMA,1889,21:00,GE(25),40.0,,,
3656,0-203-0-11514,TMA,1889,21:00,GE(30),4.0,,,
3660,0-203-0-11514,TMA,1889,21:00,GE(34),1.0,,,
3664,0-203-0-11514,TMA,1889,21:00,GE(35),0.0,,,
3668,0-203-0-11514,TMA,1889,21:00,L(0),51.0,,,
3672,0-203-0-11514,TMA,1889,21:00,MAX,34.7,,,
3676,0-203-0-11514,TMA,1889,21:00,MIN,-5.8,,,
3680,0-203-0-11514,TMA,1890,21:00,AVG,12.3,,,
3684,0-203-0-11514,TMA,1890,21:00,GE(25),29.0,,,
3688,0-203-0-11514,TMA,1890,21:00,GE(30),4.0,,,
3692,0-203-0-11514,TMA,1890,21:00,GE(34),0.0,,,
3696,0-203-0-11514,TMA,1890,21:00,GE(35),0.0,,,
3700,0-203-0-11514,TMA,1890,21:00,L(0),45.0,,,
3704,0-203-0-11514,TMA,1890,21:00,MAX,31.0,,,
3708,0-203-0-11514,TMA,1890,21:00,MIN,-9.5,,,
3712,0-203-0-11514,TMA,1891,21:00,AVG,11.9,,,
3716,0-203-0-11514,TMA,1891,21:00,GE(25),17.0,,,
3720,0-203-0-11514,TMA,1891,21:00,GE(30),2.0,,,
3724,0-203-0-11514,TMA,1891,21:00,GE(34),0.0,,,
3728,0-203-0-11514,TMA,1891,21:00,GE(35),0.0,,,
3732,0-203-0-11514,TMA,1891,21:00,L(0),35.0,,,
3736,0-203-0-11514,TMA,1891,21:00,MAX,32.0,,,
3740,0-203-0-11514,TMA,1891,21:00,MIN,-10.0,,,
3744,0-203-0-11514,TMA,1892,21:00,AVG,12.5,,,
3748,0-203-0-11514,TMA,1892,21:00,GE(25),47.0,,,
3752,0-203-0-11514,TMA,1892,21:00,GE(30),15.0,,,
3756,0-203-0-11514,TMA,1892,21:00,GE(34),3.0,,,
3760,0-203-0-11514,TMA,1892,21:00,GE(35),3.0,,,
3764,0-203-0-11514,TMA,1892,21:00,L(0),45.0,,,
3768,0-203-0-11514,TMA,1892,21:00,MAX,35.9,,,
3772,0-203-0-11514,TMA,1892,21:00,MIN,-8.5,,,
3776,0-203-0-11514,TMA,1893,21:00,AVG,12.5,,,
3780,0-203-0-11514,TMA,1893,21:00,GE(25),37.0,,,
3784,0-203-0-11514,TMA,1893,21:00,GE(30),1.0,,,
3788,0-203-0-11514,TMA,1893,21:00,GE(34),0.0,,,
3792,0-203-0-11514,TMA,1893,21:00,GE(35),0.0,,,
3796,0-203-0-11514,TMA,1893,21:00,L(0),38.0,,,
3800,0-203-0-11514,TMA,1893,21:00,MAX,30.1,,,
3804,0-203-0-11514,TMA,1893,21:00,MIN,-15.2,,,
3808,0-203-0-11514,TMA,1894,21:00,AVG,12.5,,,
3812,0-203-0-11514,TMA,1894,21:00,GE(25),23.0,,,
3816,0-203-0-11514,TMA,1894,21:00,GE(30),3.0,,,
3820,0-203-0-11514,TMA,1894,21:00,GE(34),0.0,,,
3824,0-203-0-11514,TMA,1894,21:00,GE(35),0.0,,,
3828,0-203-0-11514,TMA,1894,21:00,L(0),28.0,,,
3832,0-203-0-11514,TMA,1894,21:00,MAX,32.7,,,
3836,0-203-0-11514,TMA,1894,21:00,MIN,-12.8,,,
3840,0-203-0-11514,TMA,1895,21:00,AVG,11.9,,,
3844,0-203-0-11514,TMA,1895,21:00,GE(25),35.0,,,
3848,0-203-0-11514,TMA,1895,21:00,GE(30),4.0,,,
3852,0-203-0-11514,TMA,1895,21:00,GE(34),0.0,,,
3856,0-203-0-11514,TMA,1895,21:00,GE(35),0.0,,,
3860,0-203-0-11514,TMA,1895,21:00,L(0),58.0,,,
3864,0-203-0-11514,TMA,1895,21:00,MAX,31.8,,,
3868,0-203-0-11514,TMA,1895,21:00,MIN,-12.2,,,
3872,0-203-0-11514,TMA,1896,21:00,AVG,11.8,,,
3876,0-203-0-11514,TMA,1896,21:00,GE(25),20.0,,,
3880,0-203-0-11514,TMA,1896,21:00,GE(30),1.0,,,
3884,0-203-0-11514,TMA,1896,21:00,GE(34),0.0,,,
3888,0-203-0-11514,TMA,1896,21:00,GE(35),0.0,,,
3892,0-203-0-11514,TMA,1896,21:00,L(0),26.0,,,
3896,0-203-0-11514,TMA,1896,21:00,MAX,32.1,,,
3900,0-203-0-11514,TMA,1896,21:00,MIN,-8.8,,,
3904,0-203-0-11514,TMA,1897,21:00,AVG,12.1,,,
3908,0-203-0-11514,TMA,1897,21:00,GE(25),33.0,,,
3912,0-203-0-11514,TMA,1897,21:00,GE(30),2.0,,,
3916,0-203-0-11514,TMA,1897,21:00,GE(34),0.0,,,
3920,0-203-0-11514,TMA,1897,21:00,GE(35),0.0,,,
3924,0-203-0-11514,TMA,1897,21:00,L(0),24.0,,,
3928,0-203-0-11514,TMA,1897,21:00,MAX,30.6,,,
3932,0-203-0-11514,TMA,1897,21:00,MIN,-5.5,,,
3936,0-203-0-11514,TMA,1898,21:00,AVG,13.4,,,
3940,0-203-0-11514,TMA,1898,21:00,GE(25),31.0,,,
3944,0-203-0-11514,TMA,1898,21:00,GE(30),6.0,,,
3948,0-203-0-11514,TMA,1898,21:00,GE(34),0.0,,,
3952,0-203-0-11514,TMA,1898,21:00,GE(35),0.0,,,
3956,0-203-0-11514,TMA,1898,21:00,L(0),11.0,,,
3960,0-203-0-11514,TMA,1898,21:00,MAX,31.1,*,,
3964,0-203-0-11514,TMA,1898,21:00,MIN,-2.7,,,
3968,0-203-0-11514,TMA,1899,21:00,AVG,12.5,,,
3972,0-203-0-11514,TMA,1899,21:00,GE(25),24.0,,,
3976,0-203-0-11514,TMA,1899,21:00,GE(30),2.0,,,
3980,0-203-0-11514,TMA,1899,21:00,GE(34),0.0,,,
3984,0-203-0-11514,TMA,1899,21:00,GE(35),0.0,,,
3988,0-203-0-11514,TMA,1899,21:00,L(0),26.0,,,
3992,0-203-0-11514,TMA,1899,21:00,MAX,30.3,,,
3996,0-203-0-11514,TMA,1899,21:00,MIN,-14.2,,,
4000,0-203-0-11514,TMA,1900,21:00,AVG,12.8,,,
4004,0-203-0-11514,TMA,1900,21:00,GE(25),37.0,,,
4008,0-203-0-11514,TMA,1900,21:00,GE(30),6.0,,,
4012,0-203-0-11514,TMA,1900,21:00,GE(34),0.0,,,
4016,0-203-0-11514,TMA,1900,21:00,GE(35),0.0,,,
4020,0-203-0-11514,TMA,1900,21:00,L(0),14.0,,,
4024,0-203-0-11514,TMA,1900,21:00,MAX,32.8,,,
4028,0-203-0-11514,TMA,1900,21:00,MIN,-11.5,,,
4032,0-203-0-11514,TMA,1901,21:00,AVG,12.0,,,
4036,0-203-0-11514,TMA,1901,21:00,GE(25),33.0,,,
4040,0-203-0-11514,TMA,1901,21:00,GE(30),2.0,,,
4044,0-203-0-11514,TMA,1901,21:00,GE(34),0.0,,,
4048,0-203-0-11514,TMA,1901,21:00,GE(35),0.0,,,
4052,0-203-0-11514,TMA,1901,21:00,L(0),41.0,,,
4056,0-203-0-11514,TMA,1901,21:00,MAX,31.6,,,
4060,0-203-0-11514,TMA,1901,21:00,MIN,-10.4,,,
4064,0-203-0-11514,TMA,1902,21:00,AVG,11.4,,,
4068,0-203-0-11514,TMA,1902,21:00,GE(25),26.0,,,
4072,0-203-0-11514,TMA,1902,21:00,GE(30),0.0,,,
4076,0-203-0-11514,TMA,1902,21:00,GE(34),0.0,,,
4080,0-203-0-11514,TMA,1902,21:00,GE(35),0.0,,,
4084,0-203-0-11514,TMA,1902,21:00,L(0),31.0,,,
4088,0-203-0-11514,TMA,1902,21:00,MAX,29.5,,,
4092,0-203-0-11514,TMA,1902,21:00,MIN,-13.7,,,
4096,0-203-0-11514,TMA,1903,21:00,AVG,12.8,,,
4100,0-203-0-11514,TMA,1903,21:00,GE(25),25.0,,,
4104,0-203-0-11514,TMA,1903,21:00,GE(30),0.0,,,
4108,0-203-0-11514,TMA,1903,21:00,GE(34),0.0,,,
4112,0-203-0-11514,TMA,1903,21:00,GE(35),0.0,,,
4116,0-203-0-11514,TMA,1903,21:00,L(0),20.0,,,
4120,0-203-0-11514,TMA,1903,21:00,MAX,28.6,*,,
4124,0-203-0-11514,TMA,1903,21:00,MIN,-9.6,,,
4128,0-203-0-11514,TMA,1904,21:00,AVG,13.0,,,
4132,0-203-0-11514,TMA,1904,21:00,GE(25),37.0,,,
4136,0-203-0-11514,TMA,1904,21:00,GE(30),8.0,,,
4140,0-203-0-11514,TMA,1904,21:00,GE(34),0.0,,,
4144,0-203-0-11514,TMA,1904,21:00,GE(35),0.0,,,
4148,0-203-0-11514,TMA,1904,21:00,L(0),21.0,,,
4152,0-203-0-11514,TMA,1904,21:00,MAX,32.9,,,
4156,0-203-0-11514,TMA,1904,21:00,MIN,-3.3,,,
4160,0-203-0-11514,TMA,1905,21:00,AVG,12.5,,,
4164,0-203-0-11514,TMA,1905,21:00,GE(25),46.0,,,
4168,0-203-0-11514,TMA,1905,21:00,GE(30),7.0,,,
4172,0-203-0-11514,TMA,1905,21:00,GE(34),2.0,,,
4176,0-203-0-11514,TMA,1905,21:00,GE(35),0.0,,,
4180,0-203-0-11514,TMA,1905,21:00,L(0),17.0,,,
4184,0-203-0-11514,TMA,1905,21:00,MAX,34.5,,,
4188,0-203-0-11514,TMA,1905,21:00,MIN,-11.8,,,
4192,0-203-0-11514,TMA,1906,21:00,AVG,12.9,,,
4196,0-203-0-11514,TMA,1906,21:00,GE(25),36.0,,,
4200,0-203-0-11514,TMA,1906,21:00,GE(30),4.0,,,
4204,0-203-0-11514,TMA,1906,21:00,GE(34),0.0,,,
4208,0-203-0-11514,TMA,1906,21:00,GE(35),0.0,,,
4212,0-203-0-11514,TMA,1906,21:00,L(0),24.0,,,
4216,0-203-0-11514,TMA,1906,21:00,MAX,32.6,*,,
4220,0-203-0-11514,TMA,1906,21:00,MIN,-7.9,,,
4224,0-203-0-11514,TMA,1907,21:00,AVG,12.6,,,
4228,0-203-0-11514,TMA,1907,21:00,GE(25),29.0,,,
4232,0-203-0-11514,TMA,1907,21:00,GE(30),3.0,,,
4236,0-203-0-11514,TMA,1907,21:00,GE(34),0.0,,,
4240,0-203-0-11514,TMA,1907,21:00,GE(35),0.0,,,
4244,0-203-0-11514,TMA,1907,21:00,L(0),27.0,,,
4248,0-203-0-11514,TMA,1907,21:00,MAX,32.7,,,
4252,0-203-0-11514,TMA,1907,21:00,MIN,-14.8,,,
4256,0-203-0-11514,TMA,1908,21:00,AVG,12.2,,,
4260,0-203-0-11514,TMA,1908,21:00,GE(25),37.0,,,
4264,0-203-0-11514,TMA,1908,21:00,GE(30),5.0,,,
4268,0-203-0-11514,TMA,1908,21:00,GE(34),0.0,,,
4272,0-203-0-11514,TMA,1908,21:00,GE(35),0.0,,,
4276,0-203-0-11514,TMA,1908,21:00,L(0),31.0,,,
4280,0-203-0-11514,TMA,1908,21:00,MAX,32.4,,,
4284,0-203-0-11514,TMA,1908,21:00,MIN,-11.9,,,
4288,0-203-0-11514,TMA,1909,21:00,AVG,11.9,,,
4292,0-203-0-11514,TMA,1909,21:00,GE(25),20.0,,,
4296,0-203-0-11514,TMA,1909,21:00,GE(30),0.0,,,
4300,0-203-0-11514,TMA,1909,21:00,GE(34),0.0,,,
4304,0-203-0-11514,TMA,1909,21:00,GE(35),0.0,,,
4308,0-203-0-11514,TMA,1909,21:00,L(0),35.0,,,
4312,0-203-0-11514,TMA,1909,21:00,MAX,29.8,,,
4316,0-203-0-11514,TMA,1909,21:00,MIN,-8.0,,,
4320,0-203-0-11514,TMA,1910,21:00,AVG,12.8,,,
4324,0-203-0-11514,TMA,1910,21:00,GE(25),20.0,,,
4328,0-203-0-11514,TMA,1910,21:00,GE(30),0.0,,,
4332,0-203-0-11514,TMA,1910,21:00,GE(34),0.0,,,
4336,0-203-0-11514,TMA,1910,21:00,GE(35),0.0,,,
4340,0-203-0-11514,TMA,1910,21:00,L(0),2.0,,,
4344,0-203-0-11514,TMA,1910,21:00,MAX,29.1,,,
4348,0-203-0-11514,TMA,1910,21:00,MIN,-0.2,,,
4352,0-203-0-11514,TMA,1911,21:00,AVG,13.7,,,
4356,0-203-0-11514,TMA,1911,21:00,GE(25),57.0,,,
4360,0-203-0-11514,TMA,1911,21:00,GE(30),12.0,,,
4364,0-203-0-11514,TMA,1911,21:00,GE(34),0.0,,,
4368,0-203-0-11514,TMA,1911,21:00,GE(35),0.0,,,
4372,0-203-0-11514,TMA,1911,21:00,L(0),14.0,,,
4376,0-203-0-11514,TMA,1911,21:00,MAX,33.5,,,
4380,0-203-0-11514,TMA,1911,21:00,MIN,-5.3,,,
4384,0-203-0-11514,TMA,1912,21:00,AVG,11.8,,,
4388,0-203-0-11514,TMA,1912,21:00,GE(25),18.0,,,
4392,0-203-0-11514,TMA,1912,21:00,GE(30),0.0,,,
4396,0-203-0-11514,TMA,1912,21:00,GE(34),0.0,,,
4400,0-203-0-11514,TMA,1912,21:00,GE(35),0.0,,,
4404,0-203-0-11514,TMA,1912,21:00,L(0),32.0,,,
4408,0-203-0-11514,TMA,1912,21:00,MAX,29.0,,,
4412,0-203-0-11514,TMA,1912,21:00,MIN,-12.6,,,
4416,0-203-0-11514,TMA,1913,21:00,AVG,12.6,,,
4420,0-203-0-11514,TMA,1913,21:00,GE(25),15.0,,,
4424,0-203-0-11514,TMA,1913,21:00,GE(30),1.0,,,
4428,0-203-0-11514,TMA,1913,21:00,GE(34),0.0,,,
4432,0-203-0-11514,TMA,1913,21:00,GE(35),0.0,,,
4436,0-203-0-11514,TMA,1913,21:00,L(0),20.0,,,
4440,0-203-0-11514,TMA,1913,21:00,MAX,30.5,,,
4444,0-203-0-11514,TMA,1913,21:00,MIN,-5.5,,,
4448,0-203-0-11514,TMA,1914,21:00,AVG,12.5,,,
4452,0-203-0-11514,TMA,1914,21:00,GE(25),33.0,,,
4456,0-203-0-11514,TMA,1914,21:00,GE(30),0.0,,,
4460,0-203-0-11514,TMA,1914,21:00,GE(34),0.0,,,
4464,0-203-0-11514,TMA,1914,21:00,GE(35),0.0,,,
4468,0-203-0-11514,TMA,1914,21:00,L(0),30.0,,,
4472,0-203-0-11514,TMA,1914,21:00,MAX,29.6,,,
4476,0-203-0-11514,TMA,1914,21:00,MIN,-6.2,,,
4480,0-203-0-11514,TMA,1915,21:00,AVG,12.6,,,
4484,0-203-0-11514,TMA,1915,21:00,GE(25),30.0,,,
4488,0-203-0-11514,TMA,1915,21:00,GE(30),4.0,,,
4492,0-203-0-11514,TMA,1915,21:00,GE(34),0.0,,,
4496,0-203-0-11514,TMA,1915,21:00,GE(35),0.0,,,
4500,0-203-0-11514,TMA,1915,21:00,L(0),21.0,,,
4504,0-203-0-11514,TMA,1915,21:00,MAX,32.3,,,
4508,0-203-0-11514,TMA,1915,21:00,MIN,-4.9,,,
4512,0-203-0-11514,TMA,1916,21:00,AVG,13.5,,,
4516,0-203-0-11514,TMA,1916,21:00,GE(25),19.0,,,
4520,0-203-0-11514,TMA,1916,21:00,GE(30),0.0,,,
4524,0-203-0-11514,TMA,1916,21:00,GE(34),0.0,,,
4528,0-203-0-11514,TMA,1916,21:00,GE(35),0.0,,,
4532,0-203-0-11514,TMA,1916,21:00,L(0),4.0,,,
4536,0-203-0-11514,TMA,1916,21:00,MAX,29.7,,,
4540,0-203-0-11514,TMA,1916,21:00,MIN,-1.2,,,
4544,0-203-0-11514,TMA,1917,21:00,AVG,12.4,,,
4548,0-203-0-11514,TMA,1917,21:00,GE(25),63.0,,,
4552,0-203-0-11514,TMA,1917,21:00,GE(30),8.0,,,
4556,0-203-0-11514,TMA,1917,21:00,GE(34),0.0,,,
4560,0-203-0-11514,TMA,1917,21:00,GE(35),0.0,,,
4564,0-203-0-11514,TMA,1917,21:00,L(0),53.0,,,
4568,0-203-0-11514,TMA,1917,21:00,MAX,32.2,,,
4572,0-203-0-11514,TMA,1917,21:00,MIN,-10.8,,,
4576,0-203-0-11514,TMA,1918,21:00,AVG,13.7,,,
4580,0-203-0-11514,TMA,1918,21:00,GE(25),34.0,,,
4584,0-203-0-11514,TMA,1918,21:00,GE(30),3.0,,,
4588,0-203-0-11514,TMA,1918,21:00,GE(34),0.0,,,
4592,0-203-0-11514,TMA,1918,21:00,GE(35),0.0,,,
4596,0-203-0-11514,TMA,1918,21:00,L(0),12.0,,,
4600,0-203-0-11514,TMA,1918,21:00,MAX,33.0,,,
4604,0-203-0-11514,TMA,1918,21:00,MIN,-3.2,,,
4608,0-203-0-11514,TMA,1919,21:00,AVG,12.0,,,
4612,0-203-0-11514,TMA,1919,21:00,GE(25),26.0,,,
4616,0-203-0-11514,TMA,1919,21:00,GE(30),2.0,,,
4620,0-203-0-11514,TMA,1919,21:00,GE(34),0.0,,,
4624,0-203-0-11514,TMA,1919,21:00,GE(35),0.0,,,
4628,0-203-0-11514,TMA,1919,21:00,L(0),24.0,,,
4632,0-203-0-11514,TMA,1919,21:00,MAX,31.6,,,
4636,0-203-0-11514,TMA,1919,21:00,MIN,-6.0,,,
4640,0-203-0-11514,TMA,1920,21:00,AVG,13.3,,,
4644,0-203-0-11514,TMA,1920,21:00,GE(25),36.0,,,
4648,0-203-0-11514,TMA,1920,21:00,GE(30),2.0,,,
4652,0-203-0-11514,TMA,1920,21:00,GE(34),1.0,,,
4656,0-203-0-11514,TMA,1920,21:00,GE(35),0.0,,,
4660,0-203-0-11514,TMA,1920,21:00,L(0),17.0,,,
4664,0-203-0-11514,TMA,1920,21:00,MAX,34.6,,,
4668,0-203-0-11514,TMA,1920,21:00,MIN,-4.8,,,
4672,0-203-0-11514,TMA,1921,21:00,AVG,14.3,,,
4676,0-203-0-11514,TMA,1921,21:00,GE(25),51.0,,,
4680,0-203-0-11514,TMA,1921,21:00,GE(30),14.0,,,
4684,0-203-0-11514,TMA,1921,21:00,GE(34),3.0,,,
4688,0-203-0-11514,TMA,1921,21:00,GE(35),0.0,,,
4692,0-203-0-11514,TMA,1921,21:00,L(0),17.0,,,
4696,0-203-0-11514,TMA,1921,21:00,MAX,34.7,,,
4700,0-203-0-11514,TMA,1921,21:00,MIN,-7.8,,,
4704,0-203-0-11514,TMA,1922,21:00,AVG,11.6,,,
4708,0-203-0-11514,TMA,1922,21:00,GE(25),33.0,,,
4712,0-203-0-11514,TMA,1922,21:00,GE(30),1.0,,,
4716,0-203-0-11514,TMA,1922,21:00,GE(34),1.0,,,
4720,0-203-0-11514,TMA,1922,21:00,GE(35),1.0,,,
4724,0-203-0-11514,TMA,1922,21:00,L(0),32.0,,,
4728,0-203-0-11514,TMA,1922,21:00,MAX,35.1,,,
4732,0-203-0-11514,TMA,1922,21:00,MIN,-10.4,,,
4736,0-203-0-11514,TMA,1923,21:00,AVG,12.8,,,
4740,0-203-0-11514,TMA,1923,21:00,GE(25),34.0,,,
4744,0-203-0-11514,TMA,1923,21:00,GE(30),4.0,,,
4748,0-203-0-11514,TMA,1923,21:00,GE(34),0.0,,,
4752,0-203-0-11514,TMA,1923,21:00,GE(35),0.0,,,
4756,0-203-0-11514,TMA,1923,21:00,L(0),21.0,,,
4760,0-203-0-11514,TMA,1923,21:00,MAX,33.0,,,
4764,0-203-0-11514,TMA,1923,21:00,MIN,-7.9,,,
4768,0-203-0-11514,TMA,1924,21:00,AVG,12.2,,,
4772,0-203-0-11514,TMA,1924,21:00,GE(25),32.0,,,
4776,0-203-0-11514,TMA,1924,21:00,GE(30),3.0,,,
4780,0-203-0-11514,TMA,1924,21:00,GE(34),0.0,,,
4784,0-203-0-11514,TMA,1924,21:00,GE(35),0.0,,,
4788,0-203-0-11514,TMA,1924,21:00,L(0),48.0,,,
4792,0-203-0-11514,TMA,1924,21:00,MAX,32.6,,,
4796,0-203-0-11514,TMA,1924,21:00,MIN,-5.4,*,,
4800,0-203-0-11514,TMA,1925,21:00,AVG,13.1,,,
4804,0-203-0-11514,TMA,1925,21:00,GE(25),21.0,,,
4808,0-203-0-11514,TMA,1925,21:00,GE(30),2.0,,,
